id,brewery_id,name,cat_id,style_id,abv,descript,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1133,Star of India India Pale Ale,3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,1133,Gold Crown Lager,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1133,Queen Anne Light,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1133,Cologne Golden Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1268,Weizen Bock,4,55,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,586,Summertime KÃ¶lsch,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,769,Organic Extra Special Bitter,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,484,Ur-Bock Hell,7,90,6.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,223,Jubilate Special Reserve Anniversary Ale,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,276,Malheur 10,-1,-1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,930,Gnaw Bone Pale Ale,3,26,5.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,790,Witbier,-1,-1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,293,Limburgse Witte,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,930,Meridian Street Premium Lager,8,95,4.8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,158,Fenway American Pale Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,557,Trafalgar IPA,3,31,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,90,Hell for Certain,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,763,India Pale Ale,3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,763,Extra Special Bitter,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,1281,Bear Ale,-1,-1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,401,Red Rooster Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,553,Titan Porter,2,25,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,680,Woodpecker,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,642,Chocolate Stout,3,42,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1230,Kristall Weiss,4,50,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,329,Golden Promise Traditional Scottish Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,392,Aspen Meadow Black and Tan,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,608,Framboise,11,116,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,39,Old Foghorn 1996,-1,-1,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,630,Oudbeitje,5,70,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1268,English ESB,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1268,"Pale Ale \Ã¡ la Bushner\""""",3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,542,Grottenbier,-1,-1,6.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,295,Triple,-1,-1,8.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,276,Malheur Brut Reserve,-1,-1,11,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,552,Ãœber-Sticke Altbier,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,254,Vanilla Berry Orange,11,116,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,254,Vanilla,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,254,Munich Dunkel,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,254,Get Fuggled,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,254,Laughing Ass,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,528,Prairie Thunder Pale Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,528,McBride Porter,2,25,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,528,Hawk Rye,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,528,Celtic Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,501,Collapsar Oatmeal Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,501,Dark Side Vanilla Porter,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,501,Third Stone Brown,3,38,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,501,Luna Sea Amber,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,501,Chaco Canyon Honey Gold,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,501,Burning Skye Scottish Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,501,Solar Flare Summer Ale,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1268,Discombobulator Maibock,7,90,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1268,Boxcar Brown Ale,3,38,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,582,Pale Ale,3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,582,Golden Gate Amber Ale,3,33,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,126,Sixtus,7,90,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,198,Griffon Brown Ale,3,38,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,878,Golden,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,886,Canadian Lager Beer,8,95,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1307,1837,5,72,7,"1837 is a blonde beer that is slightly cloudy. It contains 7% alcohol and is refermented in the bottle. Following the brewing tradition of the great abbey beers, it is made with a blend of Quebec-grown raw wheat, lightly roasted barley and a hint of spices. It is a truly refreshing beer.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,762,Canadian Ale,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,108,Red Biddy / Real Biddy,-1,-1,4.9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1298,Brown Fox Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1290,Helles Hefe Weizen,4,50,5.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,602,Stone of Scone Scotch Ale,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,437,Old #27 Barleywine,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,947,Oatmeal Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,947,Nut Brown Ale,3,38,4.8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,947,American Pale Ale,3,26,5.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,791,Lion Stout,3,42,8,\...the stout was soft,1,0,2010-07-22 20:00:20,,,,,,,,,,,,,,,,,,,,,,,,,
2002,602,Black Earth Porter,2,25,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1181,Sprecher Maibock,7,91,6,Pale malt flavors are balanced with a rich hop character and a light fruit bouquet in this seasonal spring lager. Traditional dry-hopping and extended aging give this blonde bock a distinctive flowery aroma and a potent kick.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,769,Bock,7,90,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,667,Original Pils,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,536,Pullman Nut Brown Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,536,Panama Limited Red Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,810,John Barleycorn Barleywine Style Ale,3,35,9,"Our Seasonal Offering. We honor the Harvest & Holidays each year by brewing a traditional Barleywine style ale, using a variety of ingredients. The Label, created by local artist Janis Taylor, is a folksy woodcut based on the tale of John Barleycorn in verse.

Brewed in small 10-barrel batches with Certified Organic barley malt, this crimson hued ale has a sweet caramel nose with a zesty spicy, citrus taste. It has a slight hop finish and leaves a warm, tingling sensation on the tongue. A great winter warmer!
Starting Gravity 	1.098
Finish Gravity 	1.020
ABV 	9.5
IBU 	96

-http://www.madriverbrewing.com/pages/brews/john_barleycorn.html",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,810,Steelhead Extra Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,46,Adler BrÃ¤u Bucky Brau Barleywine,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1271,Butthead Doppelbock,7,92,8.2,"High Gravity Butt Head Doppelbock Lager is brewed with a generous amount of roasted malts producing caramel sweetness and rich mouthfeel. Why Butt Head? Try one. You'll enjoy \big brew\"" flavor with the intensity of a \""head butting\"" Bighorn Ram!""",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1359,Dry Mead,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,110,La Trappe Tripel,5,61,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,344,Elephant,7,90,7.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,23,Double Ale,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,708,Big Butt Doppelbock,7,90,5.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,810,Jamaica Brand Sunset IPA,3,31,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,266,Petrus Aged Pale,-1,-1,7.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,810,Jamaica Brand Red Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,553,What the Helles Bock,7,90,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,810,Steelhead Scotch Porter,2,25,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,552,Titan Porter,2,25,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,79,Robert Burns Scottish Ale,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,47,Scotch Ale,1,15,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,441,Black Butte Porter,2,25,5.2,"Towering high above Central Oregon, jetting into clear blue skies, Black Butte can be seen for miles.  From its base flows the legendary Metolius River--with its source hidden deep beneath ancient lava flows. 

Black Butte Porter, crafted from chocolate and crystal malts, is Deschutes Breweryâ€™s flagship brand.  With a rich and distinctive flavor, this porter has enjoyed a loyal and passionate following since its first pint in 1988.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,94,Heritage Scottish Ale,1,15,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,47,Imperial Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,857,Dragonslayer,3,43,9.5,"Brewed in the style of a Russian Imperial Stout. Strong, chocolatety and aggressively hopped with finest English hops.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,983,4 Reverends Imperial Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,463,Imperial Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,532,Winter Delight,1,13,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,1360,East India IPA,3,31,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,889,Radgie Gadgie,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,94,Racer X,3,32,7.8,"This bold winter ale follows English brewing traditions, but with our California twist. Bold hops, but balanced ... It's a double IPA!",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1121,Black Irish Plain Porter,2,25,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,151,Promethean Porter,2,25,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,615,Iambic Lambic,5,70,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,493,Alpenhof Baltic Porter,2,25,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1268,March MÃ¤rzen,7,84,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,553,Nut Brown Ale,3,38,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,553,Trolleycar Stout,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,553,Caber Tossing Scottish Ale,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,553,Fox Tail Amber Ale,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,553,Winnebago Wheat,4,50,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,553,Fox Light,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,552,Trolleycar Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,552,Nut Brown Ale,3,38,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,552,Caber Tossing Scottish Ale,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,552,Fox Tail Amber Ale,3,33,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,552,Winnebago Wheat,4,50,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,552,Fox Light,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,322,Thomas Sykes Barleywine,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,255,Old Knucklehead 1992,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,536,Chessie Cherry,11,116,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,536,Roundhouse Raspberry Wheat Ale,11,116,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,536,Imperial Eclipse Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,536,Kilt Kicker Wee Heavy,1,15,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,536,El Diablo Tripel,-1,-1,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,536,Bavarian Helles,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,536,Zephyr Golden Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,536,Station Master Wheat Ale,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,808,Red,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,808,Harry Baals Stout,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,808,Old Fort Porter,2,25,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,808,Big Daddy Brown,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,808,Old Woody Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,808,Auburn,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,808,Lager,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,962,Stock Ale #2,1,13,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,962,Oyster Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,962,Belgian Style Wit,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,962,Pumpkin Ale,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,962,Lighthouse Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,1255,Nut Brown Ale,3,38,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,1255,Irish Setter Red Ale,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,1255,Dierdorfer Gold,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,809,Winter Ale,3,33,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,809,Sturgeon Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,809,Buzz Beer,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,809,Pirates Pilsner,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,809,Wheat,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,47,Nut Brown,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,47,London Porter,2,25,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,47,Starboard Stout,3,42,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,47,Arcadia ESB,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,47,Anglers Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,943,Double Cream Oatmeal Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,943,Midnight Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,943,"1,2,3 Ale",3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,943,Tornado Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,943,Winter Wheat,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,943,Sunset Red,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,943,Haymarket Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,941,Tripel,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,941,Apple Ale,11,116,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,941,Schwarzbier,7,86,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,941,Stubbins Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,941,Depot Pils,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,941,KÃ¶lsch,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,941,Red Lager,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,941,Hefeweizen,4,50,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,1318,Wasatch Polygamy Porter,2,25,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,1171,Frostbite,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,1229,Cooper River Red,3,33,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,1229,Winterfest,3,38,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,1229,Stout,3,42,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,1229,Raspberry Wheat,11,116,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,1229,Market Street Wheat,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,1229,Low Country Light Lager,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1171,Ruby Red Lager,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,1171,Bombay Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,1171,East Bay Brown,3,38,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,1171,Scarlet Ale,3,33,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,1171,Ironman Wheat,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,1171,Blonde,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,1171,Blonde Light,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,944,Premium Verum,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,344,47 Bryg,7,90,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,937,Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,937,Fest,7,84,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,937,Alt-ernative Amber,3,38,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,937,Buckeye Brown,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,937,Verich Gold,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1153,Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,1268,Befuddelator Doppelbock,7,90,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,1042,Oatmeal Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,1042,Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,1042,Amber Lager,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,1042,Wheat Ale,8,95,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,1279,Riverboat Raspberry flavored Beer,11,116,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,1279,Red Winter Ale,3,33,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,1279,Old Courthouse Stout,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,1279,Missouri Brown Dark Ale,3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,1279,Red Amber Ale,3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,1279,Trailblazer Blond Ale,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,1092,Schlafly Pale Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1092,Schlafly Altbier,3,38,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,1092,Schlafly ESB,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,1092,Schlafly Tripel,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,1092,Schlafly Oatmeal Stout,3,42,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,1092,Schlafly Smoked Porter,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,1092,Schlafly Winter ESB,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,1092,Schlafly Pilsner,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,1092,Schlafly Hefeweizen,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,1092,Schlafly Wheat Ale,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,1078,Winter Wheat,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,1078,Rambling Raspberry Ale,11,116,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,1078,Streamline Oatmeal Stout,3,42,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,1078,Imperial Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,1078,River City Red Ale,3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,1078,Mile Marker Amber Lager,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,1078,Lake Shore Light,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,930,Razz-Wheat,11,116,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,930,Snake Pit Porter,2,25,5.6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,930,Indiana Amber,3,33,5.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,258,Stout,3,42,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,258,Red,3,33,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,258,Extra Special Bitter,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,258,Lawnmower Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,258,Wheat Beer,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,77,Hazelnut Brown,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,77,Whose Ear? Red Ale,3,33,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,77,Rust Belt Porter,2,25,4.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,77,60 Shilling Scotch Ale,-1,-1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,77,Blind Tiger Pale Ale,3,26,4.8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,77,Flat Belly American Wheat,8,95,3.6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,80,J. Scott Francis ESB,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,80,Pale Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,80,Pilsner,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,605,Traditional Lager,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,605,Barrel Select Pils,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,872,Raspberry Wheat Ale,11,116,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,872,INDIAna Pale Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,872,Lake Effect Pale Ale,3,26,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,872,Four Horsemen Ale,3,33,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,872,Kolsch,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,872,Wall Street Wheat Ale,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,708,Red Lager,8,95,4.9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,867,Dark Belgian Wit,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,1153,Holiday Ale,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
